"site_name","site_code","asset_number","asset_id","easting","northing","ev_charger","lamp_type","next_electrical_test_date","structural_test_classification","next_structural_test_year"
"Bellwood Road",22500209,1094.00,"2529L06",535777.75,175105.01,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Belvoir Road",22500213,1108.00,"2562L06",534427.94,173631.46,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Bermondsey Wall East",22500224,88888.00,"200L16",534733.3,179728.63,"Attached to Column","LED","2029/2030",4,"2029/2030"
"Berryfield Road",22500229,1240.00,"1159L04",531933.89,178325.13,"Attached to Column","LED","2024/2025","Green","2022/2023"
"Blanchedowne",22500264,1465.00,"2110L19",532779.6,175429.5,"Attached to Column","LED","2028/2029","Green","2024/2025"
"Boyson Road",22500309,1702.00,"1343L01",532451.53,177793.92,"Attached to Column","LED","2028/2029","Green","2022/2023"
"Brabourn Grove",22500311,1703.00," 2486L01",535153.56,176156.62,"Attached to Column","LED","2028/2029","Low Amber","2026/2027"
"Brayards Road",22500320,1782.00," 2487L16",534822.64,176264.69,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Brayards Road",22500320,1808.00," 2487L10",534703.31,176222.69,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Burbage Road",22500373,2450.00,"2074L43",532402.69,174211.14,"Attached to Column","LED","2023/2024","Limitation","2025/2026"
"Camberwell Grove",22500402,2621.00,"2138L08",532909,176497,"Attached to Column","LED","2028/2029","Green","2024/2025"
"Camilla Road",22500426,2741.00,"117L04",534552,178570,"Attached to Column","LED","2029/2030",4,"2029/2030"
"Carter Street",22500455,2842.00,"1379L10",532005.01,177975.99,"Attached to Column","LED","2025/2026","Green","2022/2023"
"Casino Avenue",22500457,2877.00,"2095L26",532678.72,174909.85,"Attached to Column","LED","2028/2029","Low Amber","2025/2026"
"Chadwick Road",22500469,88888.22,"2158L22",533720.82,176074.26,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Chatham Street",22500489,3125.00,"1119L02",532652.61,178760.04,"Attached to Column","LED","2027/2028","Green","2026/2027"
"Clements Road",22500518,3293.00,"294L06",534517.49,179129.76,"Attached to Column","LED","2030/2031",3,"2026/2027"
"Clements Road",22500518,3305.03,"294L16",534732.41,179181.88,"Attached to Column","LED","2030/2031",3,"2026/2027"
"Comber Grove",22500563,3553.00,"2017L15",532194.14,176995.07,"Attached to Column","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Coopers Road",22500590,100000.00,"2353L07",533926.7,178310.8,"Attached to Column","LED","2029/2030",4,"2026/2027"
"County Grove",22500616,3815.05,"2023L11",532174.91,176805.41,"Attached to Column","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Credon Road",22500643,3955.00,"2324L06",534915.52,178183.82,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Crescent Wood Road",22500645,3970.00,"2570L07",534092.5,172267.92,"Attached to Column","LED","Not Applicable","Green","2025/2026"
"Crofton Road",22500652,4027.00,"2148L14",533485.17,176469.45,"Attached to Column","LED","2027/2028","Low Amber","2024/2025"
"Curtis Street",22500689,4214.00,"27L04",533550.68,178953.46,"Attached to Column","LED","2029/2030",3,"2026/2027"
"Cyrena Road",22500692,88888.02,"2634L05",533903.85,174523.34,"Attached to Column","LED","2026/2027","Green","2025/2026"
"D'eynsford Road",22500693,4599.00,"2027L03",532646.22,176910.17,"Attached to Column","LED","2025/2026","Green","2022/2023"
"Danby Street",22500699,4252.00,"2716L08",533789.92,175918.5,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Dekker Road",22500736,4433.00,"2584L02",533222.16,174161.12,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Dekker Road",22500736,4436.00,"2584L05",533280.04,174218.59,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Denman Road",22500744,4466.00," 2764L04",533752.36,176402.12,"Attached to Column","LED","2027/2028","Low Amber","2026/2027"
"Denmark Road",22500754,4538.00,"2509L02",532058.99,176677.85,"Attached to Column","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Denmark Road",22500754,4539.00,"2509L03",532076.13,176630.75,"Attached to Column","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Desenfans Road",22500761,4558.00,"2585L03",533296.34,174132.86,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Deverell Street",22500763,4568.00,"1263L02",532759.26,179063.62,"Attached to Column","LED","2022/2023","Green","2024/2025"
"Dovedale Road",22500793,4721.01,"2542L10",534940.59,174408.85,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Dovercourt Road",22500795,4727.00,"2309L21",533512.31,174083.79,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Dovercourt Road",22500795,4739.00,"2309L09",533517.05,174329.75,"Attached to Column","LED","2028/2029","Low Amber","2025/2026"
"Draco Street",22500803,4763.00,"1362L03",532115.8,177856.52,"Attached to Column","LED","2025/2026","Green","2022/2023"
"Dulwich Wood Avenue",22500823,88888.00,"2088L06",533386.92,171415.74,"Attached to Column","LED","2023/2024","Low Amber","2025/2026"
"Dunton Road",22500841,5006.02,"175L32",533779,178835,"Attached to Column","LED","2029/2030",3,"2026/2027"
"Dylways",22500847,5013.00,"2111L07",532927,175227.34,"Attached to Column","LED","2028/2029","Low Amber","2024/2025"
"East Dulwich Grove",22500852,5471.00,"2120L16",533387.25,174989.13,"Attached to Column","LED","2023/2024","Low Amber","2025/2026"
"Elm Grove",22500899,5813.00," 2717L10",534039.56,176363.84,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Elmwood Road",22500904,5863.00,"2103L16",532647.07,174692.63,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Elsie Road",22500906,5876.00,"2121L07",533648.24,175264.46,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Everthorpe Road",22500926,5972.01,"2657L05",533662.05,175563.74,"Attached to Column","LED","2028/2029","Green","2024/2025"
"Fair Street",22500933,6009.05,"71L18",533649.08,179770.28,"Attached to Column","LED","2029/2030",3,"2026/2027"
"Fenham Road",22500950,6097.00," 2442L11",534583.24,177159.24,"Attached to Column","LED","2022/2023","Green","2024/2025"
"Flinton Street",22500969,6224.00,"1199L01",533325.64,178446.92,"Attached to Column","LED","2027/2028","Green","2026/2027"
"Flodden Road",22500971,6234.02,"2508L09",532012,176907,"Attached to Column","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Frankfurt Road",22500992,6351.00,"2097L06",532446.33,174774.86,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Frensham Street",22500997,6380.00," 2390L02",534336.48,177663,"Attached to Column","LED","2023/2024","Low Amber","2025/2026"
"Frensham Street",22500997,6382.00," 2390L04",534317,177701.82,"Attached to Column","LED","2023/2024","Green","2025/2026"
"Furley Road",22501008,6469.00," 2752L04",534354.22,177017.81,"Attached to Column","LED","2028/2029","Green","2024/2025"
"George Row",22501038,88888.12,"225L11",534131.93,179580.33,"Attached to Column","LED","2029/2030",3,"2026/2027"
"Gervase Street",22501042,6633.00," 2425L02",534970.74,177411.61,"Attached to Column","LED","2023/2024","Green","2025/2026"
"Glengall Road",22501062,6693.00," 2364L04",533918.55,178054.99,"Attached to Column","LED","2028/2029","Low Amber","2026/2027"
"Glengall Road",22501062,6700.00," 2364L11",533927.8,177828.84,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Glengarry Road",22501067,6725.00,"2293L02",533444.19,174814.4,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Glengarry Road",22501067,6736.00,"2293L13",533495.35,175012.36,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Globe Pond Road",22501070,6744.00,"410L09",536125.32,180200.12,"Attached to Column","LED","2030/2031","New Item (Test After 15yrs)","2025/2026"
"Godman Road",22501074,6758.00," 2495L06",534590.73,176097.72,"Attached to Column","LED","2028/2029","Low Amber","2026/2027"
"Goodrich Road",22501082,6815.00,"2599L24",533820.3,174342.04,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Gordon Road",22501086,6855.00," 2467L39",534911.8,175850.78,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Grove Park",22501164,7172.00,"2154L05",533288.64,176092.76,"Attached to Column","LED","2022/2023","Green","2024/2025"
"Grove Park",22501164,7180.00,"2154L14",533502.61,176106.97,"Attached to Column","LED","2022/2023","Green","2024/2025"
"Grummant Road",22501173,7220.00," 2779L02",533782.43,176662,"Attached to Column","LED","2024/2025","Green","2026/2027"
"Gylcote Close",22501176,7355.00,"2115L05",532863.68,175128.6,"Attached to Column","LED","2028/2029","Low Amber","2024/2025"
"Half Moon Lane",22501177,7367.00,"2075L23",532393.59,174393.21,"Attached to Column","LED","2023/2024","Low Amber","2025/2026"
"Harlescott Road",22501198,7471.00,"2527L04",535743.15,175292.22,"Attached to Column","LED","2028/2029","Low Amber","2026/2027"
"Harlescott Road",22501198,7475.00,"2527L08",535677.14,175222.89,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Harlescott Road",22501198,7477.00,"2527L10",535640.68,175183.8,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Hatfields",22501210,7546.00,"1253L13",531499.46,180214.58,"Attached to Column","LED","2023/2024","New Item (Test After 15yrs)","2025/2026"
"Haymerle Road",22501223,7599.00," 2392L05",534165,177549.18,"Attached to Column","LED","2023/2024","Green","2025/2026"
"Haymerle Road",22501223,7603.00," 2392L09",534139.08,177637.62,"Attached to Column","LED","2023/2024","Green","2025/2026"
"Highshore Road",22501242,7695.00," 2783L17",533870.93,176438.74,"Attached to Column","LED","2024/2025","Low Amber","2026/2027"
"Hollingbourne Road",22501264,7828.00,"2098L17",532439.36,174489.22,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Holly Grove",22501266,7838.00," 2718L09",534040.44,176308.4,"Attached to Column","LED","2024/2025","Green","2026/2027"
"Hollydale Road",22501269,7881.00," 2479L30",535202.7,176129.68,"Attached to Column","LED","2028/2029","Low Amber","2026/2027"
"Holmdene Avenue",22501273,7898.00,"2099L08",532416.52,174616.99,"Attached to Column","LED","2028/2029","Low Amber","2025/2026"
"Holmdene Avenue",22501273,7903.00,"2099L13",532316.82,174703.4,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Holmdene Avenue",22501273,7904.00,"2099L15",532297.6,174722.5,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Homeleigh Road",22501278,7911.00,"2537L03",535754.16,174912.26,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Ildersly Grove",22501321,8115.00,"2078L04",532905.48,172638.42,"Attached to Column","LED","2029/2030","Limitation","2025/2026"
"Jarvis Road",22501358,88888.01,"2124L03",533475.92,175205.52,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Jasper Road",22501360,8365.00,"2577L07",533618.13,171031.18,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Kings Bench Street",22501412,8727.00,"1446L05",531865.27,179770.86,"Attached to Column","LED","2028/2029","Green","2024/2025"
"Lanbury Road",22501459,8932.00,"2528L07",535739.55,175168.51,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Landells Road",22501466,8983.02,"2597L22",534075.64,174376.1,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Lisford Street",22501521,9213.00," 2771L01",534052.92,176964.15,"Attached to Column","LED","2022/2023","Green","2024/2025"
"Lorrimore Square",22501573,9490.00,"1359L08",531917.16,177874.22,"Attached to Column","LED","2025/2026","Green","2022/2023"
"Lugard Road",22501596,9609.00," 2484L12",534961.95,176556.03,"Attached to Column","LED","2024/2025","Low Amber","2026/2027"
"Lulworth Road",22501598,9623.00," 2490L06",534959.76,176195.88,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Luxford Street",22501599,9630.01,"160L03",535605.62,178689.1,"Attached to Column","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Luxford Street",22501599,9630.02,"160L04",535621.9,178670.9,"Attached to Column","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Lyall Avenue",22501600,9637.00,"2806L07",533579.98,171931.13,"Attached to Column","LED","2023/2024","Green","2025/2026"
"Lyndhurst Grove",22501608,9658.00," 2139L24",533739.29,176322.46,"Attached to Column","LED","2027/2028","Green","2026/2027"
"Lyndhurst Square",22501611,88888.01," 2778L04",533818.56,176563.18,"Attached to Column","LED","2024/2025","Green","2026/2027"
"Lynton Road",22501616,9747.00,"129L32",534513.97,178511.25,"Attached to Column","LED","2029/2030",4,"2029/2030"
"Lynton Road",22501616,9755.00,"129L40",534792.39,178592.97,"Attached to Column","LED","2029/2030",4,"2029/2030"
"Macks Road",22501626,9788.01,"110L06",534312,178929,"Attached to Column","LED","2029/2030",3,"2026/2027"
"Madron Street",22501629,9798.00,"1200L06",533395.44,178447.04,"Attached to Column","LED","2027/2028","Green","2026/2027"
"Maltby Street",22501639,9835.00,"234L07",533665.3,179485.5,"Attached to Column","LED","2029/2030",4,"2029/2030"
"Manciple Street",22501642,9849.00,"1215L06",532784.44,179518.55,"Attached to Column","LED","2022/2023","Green","2024/2025"
"Manor Grove",22501648,9886.00,"2415L03",535190.52,177666,"Attached to Column","LED","2028/2029","New Item (Test After 15yrs)","2039/2040"
"Marlborough Grove",22501661,9959.00,"2358L11",534239.08,178127.96,"Attached to Column","LED","2029/2030",3,"2026/2027"
"Marmont Road",22501664,9986.00," 2753L04",534406.41,177046.88,"Attached to Column","LED","2028/2029","Green","2024/2025"
"Marmont Road",22501664,9991.00," 2753L09",534398.11,176911.91,"Attached to Column","LED","2028/2029","Green","2024/2025"
"Marmora Road",22501666,10007.00,"2553L11",535207.17,174368.25,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Maude Road",22501680,10056.00,"2277L06",533172.97,176529.4,"Attached to Column","LED","2027/2028","Green","2024/2025"
"Mcneil Road",22501693,10123.00,"2145L07",533173.27,176253.38,"Attached to Column","LED","2027/2028","Low Amber","2024/2025"
"Medlar Street",22501697,10140.00,"2031L10",532439.26,176977,"Attached to Column","LED","2030/2031","New Item (Test After 15yrs)","2025/2026"
"Melford Road",22501705,10214.00,"2565L05",534360.33,173521,"Attached to Column","Cosmo","2025/2026","High Amber","2025/2026"
"Mina Road",22501728,10326.00,"1191L03",533395.44,178197.88,"Attached to Column","LED","2026/2027","Low Amber","2026/2027"
"Morley Street",22501745,88888.02,"1273L11",531371.58,179564.88,"Attached to Column","LED","2028/2029","Green","2024/2025"
"Nairne Grove",22501757,10518.00,"2290L12",532924.13,175030.05,"Attached to Column","LED","2028/2029","Green","2024/2025"
"Naylor Road",22501758,10544.00," 2439L15",534724.4,177161.7,"Attached to Column","LED","2023/2024","Green","2025/2026"
"Neptune Street",22501775,10628.00,"315L04",535228.64,179474.78,"Attached to Column","LED","2028/2029","Low Amber","2022/2023"
"Newent Close",22501793,1.07,"2244L07",533266.12,177425.35,"Attached to Column","LED","2028/2029","Green","2024/2025"
"Nicholson Street",22501802,10783.02,"1522L04",531722.92,180170.8,"Attached to Column","LED","2027/2028","New Item (Test After 15yrs)","2039/2040"
"Nunhead Grove",22501816,10842.00,"2524L03",534978.02,175736.31,"Attached to Column","Cosmo","2026/2027","Low Amber","2026/2027"
"Nutfield Road",22501826,10887.00,"2672L06",533909.14,175072.12,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Oakley Place",22501833,10932.00,"2369L03",533720.56,178184.6,"Attached to Column","LED","2027/2028","Green","2026/2027"
"Old Jamaica Road",22501840,10974.00,"384L10",534146,179352.3,"Attached to Column","LED","2029/2030",4,"2029/2030"
"Olney Road",22501860,11370.00,"1361L07",532021.2,177774.95,"Attached to Column","LED","2025/2026","Green","2022/2023"
"Oxonian Street",22501886,11542.00,"2662L02",533722.61,175181.56,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Pardoner Street",22501892,115701.00,"1222L04",532911.86,179420.19,"Attached to Column","LED","2022/2023","Low Amber","2024/2025"
"Park Hall Road",22501895,11612.00,"2548L06",532951.54,172634.16,"Attached to Column","LED","Not Applicable","Low Amber","2025/2026"
"Parkers Row",22501904,88888.00,"238L06",533997.34,179702.8,"Attached to Column","LED","2029/2030",4,"2029/2030"
"Peckham Rye",22501941,11877.00,"2614L24",534434.16,175249.36,"Attached to Column","LED","2028/2029","Low Amber","2026/2027"
"Pellatt Road",22501954,11927.00,"2637L03",533736.8,174570.73,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Pilkington Road",22501981,12098.00," 2747L07",534630.92,176054.06,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Pitman Street",22501983,12104.00,"2007L05",532072.88,177281.64,"Attached to Column","LED","2028/2029","New Item (Test After 15yrs)","2025/2026"
"Playfield Crescent",22501988,12109.00,"2307L03",533540.32,174736.98,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Queens Row",22502034,12385.00,"1365L02",532594,177894.04,"Attached to Column","LED","2025/2026","Green","2022/2023"
"Rockingham Street",22502089,12831.00,"1421L10",532176.86,179151.07,"Attached to Column","LED","2022/2023","Low Amber","2024/2025"
"Rockingham Street",22502089,12836.02,"1421L18",532273.07,179155.81,"Attached to Column","LED","2022/2023","Green","2024/2025"
"Rockingham Street",22502089,12836.07,"1421L23",532331.98,179222.85,"Attached to Column","LED","2022/2023","Green","2024/2025"
"Rockingham Street",22502089,12836.08,"1421L24",532329.51,179238.95,"Attached to Column","LED","2022/2023","Green","2024/2025"
"Rockingham Street",22502089,12836.11,"1421L27",532356.79,179278.91,"Attached to Column","LED","2022/2023","Green","2024/2025"
"Rodwell Road",22502098,12871.04,"2638L12",534004.21,174481.54,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Rosemary Road",22502109,12928.00," 2259L03",533921.88,177310.18,"Attached to Column","LED","2022/2023","Green","2024/2025"
"Rotherhithe Street",22502127,13067.00,"271L10",535205.39,179887.23,"Attached to Column","LED","2027/2028","Green","2022/2023"
"Rotherhithe Street",22502127,13098.00,"271L38",535792.93,180349.64,"Attached to Column","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13150.00,"271L85",536596.23,179842.08,"Attached to Column","LED","2022/2023","Green","2022/2023"
"Rotherhithe Street",22502127,13168.00,"271X02",536423.48,179538.84,"Attached to Column","LED","2028/2029","Green","2022/2023"
"Rothsay Street",22502140,13173.00,"54L05",533101.15,179256.63,"Attached to Column","LED","2022/2023","Green","2024/2025"
"Ruskin Walk",22502156,88888.11,"2101L11",532275.36,174570.84,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Rye Hill Park",22502162,13358.01,"2652L21",535163.91,175136,"Attached to Column","LED","2028/2029","Low Amber","2026/2027"
"Ryedale",22502175,13409.00," 2559L02",534773.68,174417.28,"Attached to Column","LED","2024/2025","Green","2026/2027"
"Scutari Road",22502206,13565.00,"2616L12",535128.43,174434.74,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Scylla Road",22502208,13588.00," 2506L04",534510.09,175790.35,"Attached to Column","LED","2024/2025","Low Amber","2026/2027"
"Sedgmoor Place",22502214,13616.00,"2230L11",533252.37,177099.48,"Attached to Column","LED","2027/2028","New Item (Test After 15yrs)","2037/2038"
"Shenley Road",22502236,13739.00,"2147L13",533414,176516.24,"Attached to Column","LED","2028/2029","Green","2024/2025"
"Simms Road",22502253,13827.00,"280L06",534341.55,178620.25,"Attached to Column","LED","2030/2031",4,"2029/2030"
"Somerton Road",22502269,13893.00,"2643L01",534893.73,175377.26,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Somerton Road",22502269,13894.00,"2643L02",534871.54,175365.54,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Somerton Road",22502269,13898.00,"2643L06",534835.29,175304.29,"Attached to Column","LED","2028/2029","Green","2026/2027"
"South Croxted Road",22502271,13919.00,"2547L20",532939.53,171926.36,"Attached to Column","LED","Not Applicable","Limitation","2025/2026"
"St Aidans Road",22502320,14261.00,"2604L02",534644.64,174579.84,"Attached to Column","Cosmo","2029/2030","Green","2026/2027"
"St Georges Way",22502331,14347.00,"2197L03",533112.68,177580.46,"Attached to Column","LED","2028/2029","Green","2024/2025"
"St Georges Way",22502331,14367.00,"2197L22",533702.92,177649.94,"Attached to Column","LED","2022/2023","Green","2024/2025"
"St Jamess Road",22502341,100006.00,"321L52",534363,179245,"Attached to Column","LED","2029/2030",4,"2029/2030"
"Storks Road",22502395,14797.01,"344L05",534454.19,179201.97,"Attached to Column","LED","2030/2031",3,"2026/2027"
"Stradella Road",22502396,14810.00,"2073L13",532260.03,174084.63,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Sumner Road",22502412,14934.00," 2386L11",533961.62,176942.97,"Attached to Column","LED","2022/2023","Green","2024/2025"
"Sumner Road",22502412,14936.00," 2386L13",533950.64,176983.18,"Attached to Column","LED","2022/2023","Green","2024/2025"
"Surrey Road",22502430,15049.00,"2539L03",535539.29,174910.25,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Tabard Street",22502459,15212.00,"1220L06",532862.79,179209.14,"Attached to Column","LED","2022/2023","Green","2024/2025"
"Tabard Street",22502459,15223.00,"1220L17",532712.47,179427.76,"Attached to Column","LED","2022/2023","Low Amber","2024/2025"
"Tappesfield Road",22502469,15312.00,"2526L08",535158.05,175719.43,"Attached to Column","LED","2029/2030","Low Amber","2026/2027"
"Tarbert Road",22502470,15320.00,"2297L07",533382.54,174844.95,"Attached to Column","LED","2028/2029","Green","2025/2026"
"The Gardens",22502485,15377.00,"2685L04",534326.44,175161.08,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Townley Road",22502537,15696.00,"2300L03",533614.42,174475.47,"Attached to Column","LED","2027/2028","Green","2025/2026"
"Trossachs Road",22502556,15807.00,"2296L02",533464.25,174970.92,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Underhill Road",22502577,15894.00,"2561L46",534321.54,174537.81,"Attached to Column","LED","2023/2024","Green","2025/2026"
"Underhill Road",22502577,15938.00,"2561L36",534533.66,174318.49,"Attached to Column","LED","2023/2024","Green","2025/2026"
"Upland Road",22502589,16044.00,"2567L36",534511.52,174672.06,"Attached to Column","Cosmo","2025/2026","Green","2025/2026"
"Vestry Road",22502618,16169.00,"2146L06",533223.99,176608.66,"Attached to Column","LED","2028/2029","Green","2024/2025"
"Vestry Road",22502618,16177.00,"2146L14",533266.38,176485.19,"Attached to Column","LED","2028/2029","Red","2024/2025"
"Wansey Street",22502650,100004.00,"1068L11",532432,178747,"Attached to Column","LED","2024/2025","Green","2026/2027"
"Warmington Road",22502652,16356.00,"2104L01",532479.66,174484.34,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Waveney Avenue",22502662,4.00,"2645L04",534933.01,175304.88,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Webster Road",22502671,3.00,"339L03",534412.21,179165.28,"Attached to Column","LED","2030/2031",3,"2026/2027"
"West Square",22502681,9.00,"1031L09",531573.49,179071.05,"Attached to Column","LED","2022/2023","Green","2024/2025"
"Westcott Road",22502683,2.00,"1354L02",531851.74,178021.19,"Attached to Column","LED","2025/2026","New Item (Test After 15yrs)","2025/2026"
"Whateley Road",22502697,7.00,"2635L07",533865,174663,"Attached to Column","LED","2026/2027","New Item (Test After 15yrs)","2025/2026"
"Wilds Rents",22502707,4.00,"41L04",533041.36,179380.72,"Attached to Column","LED","2028/2029","High Amber","2024/2025"
"Willow Walk",22502709,14.05,"22L19",533394.25,178985.7,"Attached to Column","LED","2029/2030",4,"2029/2030"
"Winterbrook Road",22502731,2.00,"2072L02",532213.06,174332.84,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Wooler Street",22502758,9.00,"1129L09",532826.12,178294.9,"Attached to Column","LED","2025/2026","Green","2022/2023"
"Worlingham Road",22502760,2.00,"2665L02",533914.72,175296.63,"Attached to Column","LED","2023/2024","Green","2025/2026"
"Wroxton Road",22502764,2.00," 2491L02",535047.52,176183.76,"Attached to Column","LED","2028/2029","Low Amber","2026/2027"
"Wyneham Road",22502768,4.00,"2105L04",532632.12,174623.83,"Attached to Column","LED","2028/2029","Green","2025/2026"
"Yalding Road",22502769,88888.01,"105L06",534073.37,179011.37,"Attached to Column","LED","2029/2030",4,"2029/2030"
"Capstan Way",22502931,2793.00,"0427L10",536440.43,180141.9,"Attached to Column","LED","Not Applicable","Green","2022/2023"
"Chandler Way",22502935,88888.11,"2232L12",533515.37,177229.47,"Attached to Column","LED","2028/2029","Green","2024/2025"
"Charles Coveney Road",22502938,88888.01,"2235L01",533612,176911,"Attached to Column","LED","2028/2029","Green","2024/2025"
"Dayton Grove",22502959,4375.00," 2438L08",535172.42,176888.1,"Attached to Column","LED","2028/2029","Green","2026/2027"
"Wodehouse Avenue",22503177,1.07,"2258L07",533616,176870,"Attached to Column","LED","2028/2029","Green","2024/2025"
"Finland Street",22500962,6166.00,"512L20",536538.2,179335.18,"Bollard (PCN)","LED","2028/2029","Green","2022/2023"
"Rope Street",22502105,88888.24,"490L23",536596.1,179109.1,"Bollard (PCN)","LED","2027/2028","Green","2022/2023"
"Riverside Walk",00073,12686.00,"73L01",531626.73,180557.31,"Not Applicable","SON","2023/2024","Green","2023/2024"
"Blue Anchor Market Square",00145,100004.00,"BLX05",534540,178823,"Not Applicable","LED","2026/2027","New Item (Test After 15yrs)","2036/2037"
"Salter Sports Path",00420,13494.08,"420L13",536307.44,180321.69,"Not Applicable","LED","2030/2031",4,"2029/2030"
"Holyoake Footpath",00539,88888.03,"539L04",536509.96,179842.25,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Holyoake Footpath",00539,88888.04,"539L05",536495.75,179836.14,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Holyoake Footpath",00539,88888.08,"539L09",536469.5,179891.92,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Holyoake Footpath",00539,88888.13,"539L14",536557.98,179890.77,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Stave Hill",00580,88888.01,"580L02",536092.34,179871.16,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Stave Hill",00580,88888.07,"580L08",536093.65,179800.89,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Albion Channel",00581,88888.33,"581L30",535695.53,179613.49,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Albion Channel",00581,88888.41,"581L39",535728.24,179660.98,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Albion Channel",00581,88888.43,"581L40",535732.81,179667.08,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Albion Channel",00581,88888.45,"581L41",535739.93,179677.5,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Albion Channel",00581,88888.51,"581L48",535762.8,179710.04,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Albion Channel",00581,88888.58,"581L54",535783.82,179763.76,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Albion Channel",00581,88888.64,"581L60",535817.11,179798.41,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Albion Channel",00581,88888.76,"581L72",535732.73,179862.04,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Albion Channel",00581,88888.80,"581L77",535709.09,179890.25,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Albion Channel",00581,88888.86,"581BL01",535781,179826.6,"Not Applicable","Compact Flourescent","2023/2024","Green","2023/2024"
"Albion Channel",00581,88888.91,"581BL06",535784,179820.1,"Not Applicable","Compact Flourescent","2023/2024","Green","2023/2024"
"Albion Channel",00581,88888.92,"581BL07",535784,179819.2,"Not Applicable","Compact Flourescent","2023/2024","Green","2023/2024"
"Albion Channel",00581,100002.00,"581L04",535587.3,179471.6,"Not Applicable","LED","2029/2030",3,"2026/2027"
"Albion Channel",00581,100010.00,"581L16",535636.3,179518.6,"Not Applicable","LED","2029/2030",4,"2029/2030"
"Albion Channel",00581,100011.00,"581L17",535638.3,179529.6,"Not Applicable","LED","2029/2030",4,"2029/2030"
